#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
229143092 0.5265543873620508 0.2 0.07 59098.381992053895 2729131.7359287366 49262.73337248358 68886.24608391781 881.5335778628483
278683641 4.2427304609743235 1.0575 0.135 114772.32169318176 2710875.1344049447 114275.80842027016 115018.64386234045 64561.92540312531
260504147 4.200706395670491 0.9149999999999999 0.16 105249.56658005576 2704334.007334872 104839.69356386013 105664.24749086944 52568.01897831232
431589510 0.5177581972081394 0.39 0.06 62158.60050476459 2687959.4687132137 62273.636919555014 62052.959078477965 71523.59885695981
149248196 0.5140329295118223 0.1125 0.185 41226.228701888554 2676347.1491921437 40984.13984633984 41453.476861311545 25225.95639941787
404768019 0.7214344176344383 0.53 0.2 43781.24313024562 2658147.1897245264 43303.0903769356 44254.56042202856 4155.481626975559
232073646 0.42262328380888564 0.155 0.06 56055.07030912634 2654387.53298908 59038.17904337759 52960.4434913517 748.9956401240922
70785920 0.6822642130100878 0.565 0.15 47147.315304285214 2653571.963283371 46826.647177597144 47490.1321690279 65589.62950753859
231833061 20.898884330111642 14.2775 0.075 395720.2886214824 2651307.461471927 0.0 395720.2886214823 179147.02120749073
306826966 14.254907005567901 12.665 0.2 162073.62522231365 2638613.954246911 235140.75405262984 98647.2981126642 77815.10436869574
220433364 0.4278585809314476 0.27 0.2 39077.16127349992 2631241.219192478 23780.36814830974 54449.895924843564 250.25049059007483
32150630 0.7459786972766943 0.12 0.06 71944.62732058126 2626394.4400890185 43857.22986276387 99993.23003052876 31568.704532585674
207091008 0.4920560622434239 0.19 0.05 62904.554689253826 2580062.587274233 63263.21024323736 62531.84951618079 70699.05477753057
313934040 1.574449168122571 0.93 0.2 57973.80433949318 2561166.9486322375 57142.777925945025 58823.75211947005 10810.424005328034
281765032 27.11856289310425 25.490000000000002 0.2 149719.87007547688 2520652.576514349 177008.1790963524 122431.56105460136 149719.87007547688
206653444 11.211528353234874 9.175 0.09 181423.5959388472 2513520.2085300335 123334.41963328673 296708.2689144979 99179.42420979476
355687188 0.4883023904628837 0.32 0.05 61225.674563961744 2505695.343422159 62026.94156772755 60447.276703009586 66284.4453097134
167692429 10.255740667466672 7.6225000000000005 0.195 149844.23816991755 2488133.482691021 149949.29485415263 149739.18148568246 58849.59148927268
350298314 12.512801658241706 6.65 0.17 161655.70198797624 2482776.826397554 179851.39147581262 143911.14529735892 79553.80163960156
